,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Station Phone,lat,lon,Date Last Confirmed,EV Connector Types
6535,ELEC,Grand Traverse Resort & Spa,100 Grand Traverse Village Blvd,Acme,MI,49610,503-740-4032,44.779413,-85.48758000000001,2014-05-02,NEMA520 J1772
6536,ELEC,Morning Star Properties,710 W Echols,Tucson,AZ,85705,888-998-2546,32.13842,-110.58245,2014-08-11,J1772
6537,ELEC,Southern California Edison - Dominguez Hills Service Station,1924 Cashdan St,Compton,CA,90224,,33.855140999999996,-118.234048,2012-07-31,J1772
6538,ELEC,Ciudad del Rey Motel & Trailer Park,50557 Wild Horse Rd,King City,CA,93930,831-385-4828,36.188975,-121.07585800000001,2012-12-31,
6539,LPG,Pacer Pittman,210 S Fillmore St,Corinth,MS,38834,662-286-5541,34.9306842,-88.5204656,2014-06-03,
6540,ELEC,CCSF - SFZOO,1 Zoo Road,SF,CA,94132,888-758-4389,37.7332102,-122.5032827,2014-08-11,J1772
6541,ELEC,Good Earth Market / Route Zero,720 Center Blvd.,Fairfax,CA,94930,888-998-2546,37.986319,-122.58331799999999,2014-08-11,CHADEMO
6542,ELEC,Downtown Woodinville - Starbucks,13780 NE 175th St,Woodinville,WA,98072,888-998-2546,47.754591,-122.155629,2014-08-11,J1772
6543,LPG,Dowdle Gas Co,9550 Pensacola Blvd,Pensacola,FL,32534,850-477-4733,30.536721999999997,-87.277782,2014-08-05,
6544,BD,Propel Fuels - 7-Eleven,3500 SW Barton St,Seattle,WA,98126,206-932-4431,47.520898200000005,-122.3762406,2014-06-03,
6545,ELEC,NATIONAL GRID,1220 NY-146,Clifton Park,NY,12065,888-758-4389,42.869753,-73.82402900000001,2014-08-11,J1772
6546,CNG,City of Charlottesville - Public Works,305 4th St NW,Charlottesville,VA,22903,,38.033411,-78.487329,2013-11-30,
6547,ELEC,University of South Carolina - Discovery Garage,821 Park St,Columbia,SC,29201,843-743-6736,33.995046200000004,-81.0346433,2012-07-31,J1772
6548,E85,Corner Stop,418 N 13th St,Geneva,NE,68361,402-759-4000,40.5299566,-97.5958085,2014-06-03,
6549,ELEC,Benaroya Hall Parking Garage,200 University Street,Seattle,WA,98101,888-998-2546,47.607827,-122.337549,2014-08-11,J1772
6550,ELEC,Mount Washington Campus,5801 Smith Avenue Suite 1100,Baltimore,MD,21209,800-663-5633,39.3700905,-76.6554704,2014-08-11,J1772
6551,CNG,Clean Energy - Los Angeles County Sanitation District,3212 Workman Mill Rd,Whittier,CA,90601,866-809-4869,34.02413,-118.033024,2014-05-02,
6552,ELEC,Calhoun's Pelissippi,10020 Kingston Pike,Knoxville,TN,37923,888-998-2546,35.903453000000006,-84.11636700000001,2014-08-11,J1772
6553,E85,Chevron,12030 N Dove Mountain,Marana,AZ,85658,520-744-6280,32.425512,-111.079668,2013-09-30,
6554,ELEC,Caswell Park,620 Winona St.,Knoxville,TN,37917,888-998-2546,35.982008,-83.912421,2014-08-11,J1772
6555,BD,Stokes County - North Carolina DOT,NC-8 & NC-89,Walnut Cove,NC,27052,,36.372989000000004,-80.18539200000001,2013-06-30,
6556,ELEC,North Carolina State University - Partners II Lot,840 Main Campus Dr,Raleigh,NC,27606,919-513-7960,35.7751902,-78.6758714,2014-07-03,J1772
6557,ELEC,Kelly Clark Automotive Specialists,4101 E. Bell Road,Phoenix,AZ,85032,888-998-2546,33.640769399999996,-111.9928385,2014-08-11,J1772
6558,ELEC,City of Loveland - Service Center,200 N Wilson Ave,Loveland,CO,80537,970-962-3000,40.393862799999994,-105.1158729,2013-08-25,J1772
6559,BD,EcoWise - Diesel Green Fuels,110 W Elizabeth St,Austin,TX,78704,512-326-4474,30.249376,-97.75069599999999,2013-11-30,
6560,ELEC,"Walgreens - Tacoma, WA #9590",5602 Pacific Ave,Tacoma,WA,98408,800-663-5633,47.20619,-122.434402,2014-08-11,J1772
6561,E85,McClure Oil #41,5301 Rockville Rd,Indianapolis,IN,46224,765-674-9771,39.764783,-86.25078099999998,2014-07-03,
6562,ELEC,Silverado Resort,1600 Atlas Peak Rd,Napa,CA,94558,800-663-5633,38.3492683,-122.26652649999998,2014-08-11,J1772
6563,ELEC,PLUGNEVERYWHERE,5017 Us Hwy 290 West,Austin,TX,78735,888-758-4389,30.2339745,-97.87152859999999,2014-08-11,NEMA520 J1772
6564,E85,Kum & Go #449,15679 Kodiak Rd,Neosho,MO,64850,417-455-2154,36.930839899999995,-94.4080304,2014-03-06,
6565,CNG,City of Ontario - City Yard,1440 S Cucamonga St,Ontario,CA,91761,909-395-2640,34.047067999999996,-117.634077,2014-05-02,
6566,ELEC,Fort Pierce Nissan,4815 S US Highway 1,Fort Pierce,FL,34982,772-464-4645,27.377026,-80.327063,2014-05-02,J1772
6567,LPG,Propane Bottle Service Co,5216 Jacksboro Hwy,Fort Worth,TX,76114,817-626-5496,32.796822999999996,-97.399237,2013-02-28,
6568,LPG,U-Haul,364 Oregon Way,Longview,WA,98632,360-577-8400,46.1207246,-122.9466247,2014-06-03,
6569,LPG,Brighton School District,11701 Potomac St,Brighton,CO,80601,,39.9083463,-104.8286243,2013-10-31,
6570,ELEC,LAUDERDALE BMW,1400 S Federal Hwy,Fort Lauderdale,FL,33316,888-758-4389,26.104240700000002,-80.1363819,2014-08-11,J1772
6571,ELEC,College of the Atlantic,105 Eden St,Bar Harbor,ME,4609,207-801-5690,44.395359,-68.221822,2013-03-31,J1772
6572,ELEC,Lansing Board of Water & Light,1232 Haco Dr,Lansing,MI,48912,,42.719867,-84.534995,2013-05-31,J1772
6573,ELEC,City of Raleigh - Optimist Park and Community Center,5910 Whittier Dr,Raleigh,NC,27609,919-996-3030,35.86272460000001,-78.64356629999999,2014-07-02,NEMA520 J1772
6574,LPG,James Madison University,800 S Main St,Harrisonburg,VA,22807,,38.43543,-78.8732,2012-05-31,
6575,ELEC,Porter Nissan,300 E Cleveland Ave,Newark,DE,19711,302-368-6300,39.689046999999995,-75.740166,2014-04-21,J1772
6576,CNG,Salt Lake City International Airport - Private Access,600 N 3700 W,Salt Lake City,UT,84122,,40.77812,-111.98,2013-09-30,
6577,ELEC,Charles Barker Nissan,1250 N Military Hwy,Norfolk,VA,23502,757-284-3140,36.86564,-76.2106,2014-05-02,J1772
6578,LPG,Blossman Gas Inc,1629 Highway 31 N,Prattville,AL,36067,334-365-2099,32.5411689,-86.457289,2013-02-28,
6579,ELEC,PLUGNEVERYWHERE,835 N Pleasant Valley Rd,Austin,TX,78702,888-758-4389,30.2645071,-97.7080262,2014-08-11,NEMA520 J1772
6580,ELEC,DP21,702-708 NY-117,Bedford Hills,NY,10507,888-758-4389,41.226562,-73.7152849,2014-08-11,J1772
6581,BD,Northampton County - North Carolina DOT,NC-305,Jackson,NC,27845,,36.408539000000005,-77.437747,2013-06-30,
6582,ELEC,Gwinnett Place Nissan,2555 Pleasant Hill Rd,Duluth,GA,30096,770-476-7771,33.9680763,-84.1445587,2014-05-02,J1772
6583,ELEC,Iolani School,563 Kamoku St,Honolulu,HI,96826,,21.284679,-157.823932,2014-05-02,J1772
6584,ELEC,"128 SW 10th Ave, Ali Raad Building",128 SW 10th Ave,Olympia,WA,98501,888-998-2546,47.040003999999996,-122.901951,2014-08-11,J1772
6585,CNG,Clean Energy - Plymouth,680 Ridge Pike,Plymouth Meeting,PA,19462,866-809-4869,40.096708,-75.296836,2014-08-05,
6586,ELEC,"CHARLOTTE, NC",1712 J N Pease Pl,Charlotte,NC,28262,888-758-4389,35.3239021,-80.77317049999999,2014-08-11,J1772
6587,ELEC,Royal Nissan,9325 Airline Hwy,Baton Rouge,LA,70815,225-924-0400,30.440068100000005,-91.0860067,2014-04-21,J1772
6588,ELEC,ELEMENT LEX,727 Marrett Rd,Lexington,MA,2421,888-758-4389,42.4453155,-71.260713,2014-08-11,NEMA520 J1772
6589,BD,Norfolk Naval Shipyard,Portsmouth,Portsmouth,VA,23709,,36.81,-76.31,2014-08-05,
6590,LPG,West Texas Gas,11501 County Rd 125,Odessa,TX,79765,432-563-0848,31.910525699999997,-102.2383089,2013-02-28,
6591,E85,Shell - Max Mart,1527 W Main St,Jacksonville,AR,72076,501-985-1051,34.867113,-92.126885,2014-04-04,
6592,ELEC,Concord Nissan,175 Manchester St,Concord,NH,3301,603-224-9968,43.188134999999996,-71.497637,2014-04-21,J1772
6593,ELEC,Camden County College - Cherry Hill Campus,1889 Route 70 East,Cherry Hill,NJ,8003,888-998-2546,39.902671000000005,-74.9692,2014-08-11,J1772
6594,ELEC,Victoria Nissan,6003 N Navarro St,Victoria,TX,77904,361-578-5000,28.851484000000003,-96.998051,2013-12-31,J1772
6595,ELEC,Mossy Nissan Poway,14100 Poway Rd,Poway,CA,92064,858-668-3600,32.9567266,-117.0261508,2014-06-03,J1772
6596,E85,Martin's IGA - Midtown Fuels,503 W Jefferson St,Effingham,IL,62401,217-347-7191,39.121518,-88.548008,2013-10-31,
6597,ELEC,Public Parking Garage,2121 Flora St,Dallas,TX,75201,888-998-2546,32.788422,-96.799377,2013-11-25,J1772
6598,ELEC,Baron Nissan,235 Glen Cove Rd,Greenvale,NY,11548,516-621-2300,40.816266999999996,-73.625869,2014-04-21,J1772 CHADEMO
6599,ELEC,JBG - Reston Westin - Reston VA,11750 Sunrise Valley Drive,Reston,VA,20191,888-998-2546,38.950466,-77.351688,2014-08-11,J1772
6600,E85,Valero Corner Store #1479,3421 Louetta Rd,Spring,TX,77388,281-288-0250,30.0514023,-95.4683399,2013-12-31,
6601,ELEC,La Camarilla Racquet Fitness and Swim Club,5320 E. Shea Blvd,Scottsdale,AZ,85254,888-998-2546,33.583112,-111.966224,2014-08-11,J1772
6602,LPG,Garber Co-op,102 Main St,Garber,OK,73738,580-863-2375,36.434855,-97.5826108,2014-08-05,
6603,LPG,Ferrellgas,735 Weise St,Green Bay,WI,54302,920-435-5334,44.5263254,-87.997474,2013-02-28,
6604,E85,Kum & Go #413,729 W Martin Luther King Blvd,Fayetteville,AR,72701,479-695-1323,36.0566104,-94.1704561,2014-03-06,
6605,CNG,Stackhouse CNG,2635 US Route 322,Orwell,OH,44076,330-727-1759 440-812-4349,41.53512509999999,-80.84375039999998,2014-05-02,
6606,E85,PJs Mini Mart,891 1st Ave,Heron Lake,MN,56137,507-793-2651,43.7940453,-95.3242835,2014-04-04,
6607,ELEC,STAFF OF LIFE,1266 Soquel Ave,Santa Cruz,CA,95062,888-758-4389,36.9802322,-122.00822450000001,2014-08-11,NEMA520 J1772
6608,CNG,Trillium CNG - Orange County Transportation Authority - Garden Grove,11790 Cardinal Pl,Garden Grove,CA,92843,,33.7650227,-117.9240767,2014-05-02,
6609,LPG,McClintock 76,8805 S McClintock Dr,Tempe,AZ,85284,480-491-0015,33.334202000000005,-111.910655,2013-02-28,
6610,ELEC,GEORGE MASON U,3351N Fairfax Dr,Arlington,VA,22201,888-758-4389,38.8851468,-77.1010663,2014-08-11,NEMA520 J1772
6611,ELEC,Jeff Wyler Nissan,1117 State Route 32,Batavia,OH,45103,513-752-3447,39.0918896,-84.2520268,2014-04-21,J1772
6612,ELEC,Jonathan Club,545 South Figueroa Street,Los Angeles,CA,90071,888-998-2546,34.051535,-118.258518,2014-08-11,J1772
6613,ELEC,Camelback Esplanade Lower Level,2415 E. Camelback Rd,Phoenix,AZ,85016,888-998-2546,33.508002000000005,-112.026059,2014-08-11,J1772
6614,LPG,INDOT - Bloomington Subdistrict,2965 Prow Rd,Bloomington,IN,47404,,39.1960213,-86.5519633,2013-08-31,
6615,ELEC,City of Charleston Municipal Parking Garage,63 Mary St,Charleston,SC,29403,843-743-6736,32.790805999999996,-79.938,2012-05-31,J1772
6616,LPG,Matthews Inc,1301 Lincoln Ave,Star City,AR,71667,870-628-5128,33.955851,-91.84224300000001,2014-04-04,
6617,LPG,Robinson Propane Gas,844 Ross St,Heflin,AL,36264,256-463-2221,33.648461499999996,-85.587239,2013-02-28,
6618,E85,Georgia Power,829 Jefferson St,Atlanta,GA,30318,,33.7761888,-84.41466159999999,2013-09-30,
6619,E85,Citgo,1374 W Bristol Rd,Flint,MI,48507,810-232-4741,42.973894,-83.7069317,2013-08-31,
6620,ELEC,Nissan of Muskegon,1860 E Sternberg Rd,Muskegon,MI,49444,231-799-2866,43.1541742,-86.19866259999999,2014-04-21,J1772
6621,LPG,Blue Skies RV,2377 Joe Bruer Rd,Daleville,AL,36322,334-308-9101,31.299175,-85.781467,2013-03-31,
6622,ELEC,UMD COLLEGEPARK,Library Ln,College Park,MD,20740,888-758-4389,38.9882507,-76.94553379999999,2014-08-11,NEMA520 J1772
6623,ELEC,CONSUMERSENERGY,584-720 E Sternberg Rd,Norton Shores,MI,49441,888-758-4389,43.15453660000001,-86.2303815,2014-08-11,J1772
6624,HY,Braintree - SunHydro,,Braintree,MA,2184,,42.2020445,-71.01411800000001,2014-06-11,
6625,ELEC,CARCHARGING,113 E 84th St,New York,NY,10028,888-758-4389,40.77861179999999,-73.95758570000001,2014-08-11,J1772
6626,E85,Thorntons #402,5310 W 10th St,Indianapolis,IN,46224,317-241-2982,39.780390000000004,-86.251209,2014-07-02,
6627,LPG,U-Haul,826 S Clack St,Abilene,TX,79605,325-698-0830,32.441409,-99.78803,2013-11-30,
6628,ELEC,PLUGNEVERYWHERE,Center Line Pass,Austin,TX,78753,888-758-4389,30.416588800000003,-97.666054,2014-08-11,NEMA520 J1772
6629,ELEC,Dorschel Nissan,3817 W Henrietta Rd,Rochester,NY,14623,585-334-9440,43.0776576,-77.64318109999999,2014-04-21,J1772
6630,ELEC,Whole Foods Market ,6020 N Cicero Ave,Chicago,IL,60646,847-577-3575,41.99093246,-87.74816895,2013-12-31,J1772
6631,BD,George Washington Birthplace National Monument,1732 Popes Creek Rd,Colonial Beach,VA,22443,,38.19542,-76.92235600000001,2014-08-05,
6632,ELEC,IBEW Local Union 98,1719 Spring Garden St,Philadelphia,PA,19130,888-758-4389,39.96356583,-75.1664,2013-12-31,NEMA520 J1772
6633,BD,National Grid - Somerset,1250 Brayton Point Rd,Somerset,MA,2725,,41.7279141,-71.1754469,2014-04-04,
6634,E85,Family Express - North Judson,402 E Talmer St,North Judson,IN,46366,574-896-0314,41.2154596,-86.771597,2014-07-02,
6635,ELEC,Central Parking - Beam Charging,345 W 58th St,New York,NY,10019,212-582-7110,40.768745,-73.984501,2014-07-03,J1772
6636,LPG,AmeriGas,3401 W Yellowstone Hwy,Mills,WY,82604,307-472-5376,42.8466682,-106.3679275,2014-03-06,
6637,LPG,Suburban Propane,535 S Melrose Ave,Placentia,CA,92870,714-993-9400,33.865150799999995,-117.87490109999999,2014-05-02,
6638,E85,City of Columbus Sewers and Drains Admin Office,910 Dublin Rd,Columbus,OH,43215,,39.970408500000005,-83.03479540000001,2014-04-04,
6639,ELEC,Sandy Sansing Nissan,5705 Pensacola Blvd,Pensacola,FL,32505,850-479-4700,30.473985,-87.24981899999999,2014-05-02,J1772
6640,ELEC,Rosen Nissan,5505 S 27th St,Milwaukee,WI,53221,414-282-9300,42.944196000000005,-87.9501949,2014-04-21,J1772
6641,CNG,EVO Trillium,8301 W Sherman St,Tolleson,AZ,85353,800-920-1166,33.4408575,-112.23832759999998,2014-08-05,
6642,ELEC,"Carl's Jr - 5501 Telegraph, City of Commerce",5501 Telegraph,City of Commerce,CA,90040,888-998-2546,34.007954999999995,-118.156295,2014-08-11,J1772
6643,E85,Speedway #3338,3066 E Main St,Plainfield,IN,46168,317-838-5479,39.7274023,-86.3383374,2014-03-06,
6644,E85,Sunoco - F&M Fuel Mart,27327 Van Born Rd,Taylor,MI,48180,313-295-6868,42.267843,-83.30848300000002,2014-05-02,
6645,LPG,Glo-Flame Butane,20501 FM 2493,Bullard,TX,75757,903-592-5616,32.1801077,-95.3453954,2013-02-28,
6646,LPG,Harmon Junction,25 S Harmon Rd,Fallon,NV,89406,775-423-3888,39.472431,-118.68666599999999,2013-02-28,
6647,E85,Thorntons #125,2800 Ogden Ave,Aurora,IL,60504,630-820-6468,41.740811799999996,-88.2455415,2013-10-31,
6648,E85,Classic Clean Fuels,2501 William D Tate Ave,Grapevine,TX,76051,817-410-6184,32.911018,-97.096736,2014-07-03,
6649,ELEC,Pompano Nissan,1345 Federal Hwy,Pompano Beach,FL,33062,954-781-7700,26.2169192,-80.1058709,2014-05-02,J1772
6650,ELEC,NATIONAL GRID,2223 Canada St,Lake George,NY,12845,888-758-4389,43.41455560000001,-73.7144555,2014-08-11,J1772
6651,CNG,Ozinga Energy - Mokena Station,18825 Old LaGrange Rd,Mokena,IL,60448,708-446-5542,41.548322999999996,-87.850177,2014-07-03,
6652,E85,Naval Air Station Whidbey Island - Navy Exchange (NEX),2110 N Coral Sea Ave,Oak Harbor,WA,98278,360-257-0600,48.286574200000004,-122.62701809999999,2013-12-31,
6653,ELEC,Maroone Nissan of Pembroke Pines,8890 Pines Blvd,Pembroke Pines,FL,33024,954-433-3400,26.007358,-80.263072,2014-05-02,J1772
6654,ELEC,Pacific Corporate Towers,"200 N. Sepulveda Blvd, Suite 650",El Segundo,CA,90245,888-998-2546,33.918157,-118.39585,2014-08-11,J1772
6655,E85,Kerkhoven Handistop,608 Atlantic Ave,Kerkhoven,MN,65256,320-264-1246,45.191767,-95.317817,2014-04-04,
6656,ELEC,Future Nissan,600 Automall Dr,Roseville,CA,95661,916-969-5700,38.7517891,-121.2563549,2014-06-03,J1772
6657,ELEC,University of Pittsburgh Medical Center - Presbyterian Hospital Parking Garage,255 Lothrop St,Pittsburgh,PA,15213,412-647-3194,40.4422726,-79.96167729999999,2013-12-31,J1772
6658,ELEC,VA DETROIT,4646 John R St,Detroit,MI,48201,888-758-4389,42.354335799999994,-83.0579147,2014-08-11,J1772
6659,LPG,Hawkins County Natural Gas,202 Park Blvd,Rogersville,TN,37857,423-415-1893,36.417241,-82.991475,2014-08-05,
6660,ELEC,NAVFAC,Bldg 166 South Ave,Pearl Harbor,HI,96860,888-758-4389,21.347097199999997,-157.9492611,2014-08-11,J1772
6661,ELEC,Orlando Health - Dr P Phillips Hospital,9400 Turkey Lake Rd,Orlando,FL,32819,407-351-8500,28.42922211,-81.47713,2014-08-05,NEMA520 J1772
6662,ELEC,Harding Academy,170 Windsor Drive,Nashville,TN,37221,888-998-2546,36.101635200000004,-86.86750500000001,2014-08-11,J1772
6663,ELEC,Woodland Hills Hyundai,20539 Ventura Blvd,Woodland Hills,CA,91364,,34.167912,-118.58150800000001,2013-12-31,J1772
6664,ELEC,McCrea Nissan,601 7th St,Eureka,CA,95501,707-442-1741,40.8006573,-124.1643737,2014-04-21,J1772
6665,ELEC,Greenwich Northbound Travel Plaza - Tesla,3000 Merritt Pkwy,Greenwich,CT,6830,877-798-3752,41.041538,-73.671661,2014-04-04,TESLA
6666,ELEC,Nissan North America-Central Region,4400 Regent Blvd,Irving,TX,75063,888-998-2546,32.927490999999996,-97.005533,2014-08-11,J1772
6667,ELEC,GVSU CAMPUS,10552 Calder Dr,Allendale,MI,49401,888-758-4389,42.960510299999996,-85.8842773,2014-08-11,J1772
6668,ELEC,MOCO AG COMM,1428 Abbott St,Salinas,CA,93901,888-758-4389,36.6515614,-121.62379950000002,2014-08-11,J1772
6669,ELEC,Oncor Electric,1701 I-20,Big Spring,TX,79720,,32.24671936,-101.4955,2013-12-31,J1772
6670,ELEC,Ricart Nissan,4255 S Hamilton Rd,Groveport,OH,43125,614-836-6251,39.891489,-82.88789200000001,2014-04-21,J1772
6671,ELEC,Rocky Mountain Institute,1820 Folsom St,Boulder,CO,80302,303-245-1003,40.0184337,-105.26251909999999,2013-12-31,J1772
6672,ELEC,Curry Nissan,3495 Crompond Rd,Yorktown Heights,NY,10598,914-737-3500,41.2893086,-73.8359319,2014-04-21,J1772
6673,ELEC,Holiday Inn Washington DC-Central/White House,1501 Rhode Island Avenue NW,Washington,DC,20005,800-663-5633,38.9079994,-77.0347353,2014-08-11,J1772
6674,ELEC,Los Angeles International Airport (LAX) - Lot 1 ,1 World Way,Los Angeles,CA,90045,424-646-7275  888-758-4389,33.94474,-118.4,2013-09-25,J1772
6675,E85,Energy Plus 24,817 W South St,Lebanon,IN,46052,765-485-2180  765-482-5600,40.046602,-86.47571339999998,2014-07-02,
6676,ELEC,Brea Civic Center,1 Civic Center Cir,Brea,CA,92821,714-990-7600,33.917429999999996,-117.889,2013-08-25,J1772
6677,ELEC,CITYOFBRENTWOOD,100 City Park Way,Brentwood,CA,94513,888-758-4389,37.9348946,-121.6935272,2014-08-11,NEMA520 J1772
6678,LPG,County Wide Services,8535 M-119,Harbor Springs,MI,49740,231-347-8822,45.427374,-84.904158,2014-05-02,
6679,LPG,Suburban Propane,10035 Lower Huntington Rd,Roanoke,IN,46783,260-672-9710,40.990134999999995,-85.271918,2014-07-02,
6680,ELEC,Residence Inn,2525 S Rd,Poughkeepsie,NY,12601,845-463-4343,41.662828000000005,-73.930328,2014-04-04,J1772
6681,ELEC,High Tech High,1420 W. San Marcos Blvd,San Marcos,CA,92078,888-998-2546,33.13252,-117.202127,2014-08-11,J1772
6682,ELEC,RPU PLUG AND GO,79-99 2nd St SE,Rochester,MN,55904,888-758-4389,44.0217667,-92.46186829999999,2014-08-11,NEMA520 J1772
6683,ELEC,Loyola Marymount University Hall P2 A Parking East,1 LMU Drive,Los Angeles,CA,90045,888-998-2546,33.967664,-118.42168600000001,2014-08-11,J1772
6684,CNG,DTE Energy - Citizens Gas Fuel Co,117 N Winter St,Adrian,MI,49221,517-264-4447  517-265-2144,41.899966600000006,-84.03747740000001,2013-03-31,
6685,ELEC,CV RANCH,1 Old Ranch Rd,Carmel,CA,93923,888-758-4389,36.5139286,-121.7963947,2014-08-11,NEMA520 J1772
6686,E85,Kum & Go #201,822 1st Ave,Coralville,IA,52241,319-351-7851,41.681298999999996,-91.566308,2014-03-06,
6687,ELEC,Baum Blvd Automotive,4741 Baum Blvd,Pittsburgh,PA,15213,412-682-1866,40.454496999999996,-79.948824,2014-08-05,J1772
6688,ELEC,NATIONAL GRID,825 Grand Army Hwy,Somerset,MA,2725,888-758-4389,41.73106,-71.1708984,2014-08-11,J1772
6689,ELEC,Nissan of Bourne,60 MacArthur Blvd,Bourne,MA,2532,508-759-4400,41.7388027,-70.5858939,2014-04-21,J1772
6690,ELEC,SAS Institute Inc,701 SAS Campus Dr,Cary,NC,27513,,35.823008,-78.751816,2013-01-31,J1772
6691,ELEC,Kohl's Store #1108 Clackamas,8500 SE Sunnyside Rd,Clackamas,OR,97015,888-998-2546,45.431952,-122.574704,2014-08-11,J1772
6692,ELEC,FALLON GATEWAY,3660 Fallon Rd,Dublin,CA,94568,888-758-4389,37.707350899999994,-121.85163670000001,2014-08-11,J1772
6693,LPG,U-Haul,4950 Virginia Beach Blvd,Virginia Beach,VA,23462,757-499-1432,36.844464,-76.148475,2013-10-31,
6694,ELEC,Beacon Hill Apartments,3100 Southgate Drive,Alexandria,VA,22306,800-663-5633,38.7748131,-77.0849061,2014-08-11,J1772
6695,ELEC,Sandy Sansing Nissan,5705 Pensacola Blvd,Pensacola,FL,32505,850-479-4700,30.473985,-87.24981899999999,2014-05-02,J1772
6696,ELEC,Depot,109 King Street North,Calhoun,GA,30701,888-998-2546,34.509524,-84.952505,2014-08-11,J1772
6697,ELEC,HOLLAND BPW,621 Hastings Ave,Holland,MI,49423,888-758-4389,42.77424620000001,-86.0848846,2014-08-11,NEMA520 J1772
6698,E85,Peterson Air Force Base,667 W Ent Ave,Colorado Springs,CO,80914,,38.828939,-104.70925600000001,2014-08-05,
6699,CNG,Boulder Valley School District,6500 Arapahoe Rd,Boulder,CO,80303,,40.014255,-105.201645,2013-07-31,
6700,LPG,Mountain States LP Gas,2927 S American Way,Ogden,UT,84401,801-621-1315,41.21147,-112.01918400000001,2013-02-28,
6701,E85,Southern FS,1501 E Deyoung St,Marion,IL,62959,618-997-4575,37.73980359999999,-88.9073185,2014-03-06,
6702,CNG,Clean Energy - National Grid Cumberland,1595 Mendon Rd,Cumberland,RI,2864,866-278-3674,41.9403704,-71.4331101,2013-07-31,
6703,E85,Bently Biofuels Outpost,1350 Buckeye Rd,Minden,NV,89423,775-783-0123,38.961278,-119.73513,2013-11-30,
6704,ELEC,Kwik Trip #436,924 Fleetfoot Dr,Waukesha,WI,53186,262-446-3313,42.994746,-88.20157499999998,2014-05-02,NEMA520
6705,ELEC,North Carolina State University - Partners I Lot,1017 Main Campus Dr,Raleigh,NC,27606,503-892-7345,35.7702063,-78.6776385,2014-07-03,J1772
6706,ELEC,EV Idaho,16111 Hollow Rd,Caldwell,ID,83607,208-230-0030,43.7932119,-116.714946,2014-05-02,
6707,LPG,Buck's Propane,523 NE 12th Ave,Norman,OK,73071,405-360-7640,35.224752,-97.42298199999999,2013-02-28,
6708,LPG,Ferrellgas,4410 E Highway 377,Granbury,TX,76048,817-596-0123,32.419787199999995,-97.8554582,2013-02-28,
6709,ELEC,350GREEN,2204 N Rolling Rd,Woodlawn,MD,21244,888-758-4389,39.3202286,-76.75844570000001,2014-08-11,J1772
6710,ELEC,Pischke Motors Nissan,517 S 3rd St,La Crosse,WI,54601,608-791-3000,43.808274,-91.252972,2014-04-21,J1772
6711,ELEC,Getty Center,1200 Getty Center Dr,Los Angeles,CA,90049,310-440-7300,34.0783652,-118.4750027,2012-12-31,NEMA520
6712,ELEC,Village Center,87 Main St,East Hampton,CT,6424,860-267-4468,41.5747275,-72.5020886,2014-05-02,J1772
6713,ELEC,Georgia Power - Southern Company Building,30 Ivan Allen Jr. Blvd,Atlanta,GA,30308,888-998-2546,33.76488,-84.3868,2014-08-11,J1772
6714,ELEC,TOWN OF CARY,400 James Jackson Ave,Cary,NC,27513,888-758-4389,35.7968864,-78.8080444,2014-08-11,J1772
6715,ELEC,"Walgreens - Ellenwood, GA #9621",315 Fairview Rd,Ellenwood,GA,30294,800-663-5633,33.618196000000005,-84.246751,2014-08-11,J1772
6716,LPG,Baygas Propane,2316 FM 1128,Pearland,TX,77581,281-332-2630,29.555189000000002,-95.33097559999999,2013-02-28,
6717,LPG,Georgia Gas Distributors Inc,1475 Old Chattahoochee Ave,Atlanta,GA,30318,404-497-1600,33.795598999999996,-84.41723,2013-02-28,
6718,LPG,Barta Brothers,3623 Live Oak,Damon,TX,77430,979-742-3456,29.290290999999996,-95.73467590000001,2013-02-28,
6719,ELEC,Bucks County Specialty Care Center,500 West Butler Avenue,Chalfont,PA,18914,888-998-2546,40.268837,-75.224068,2014-08-11,J1772
6720,E85,Texaco Food Mart,4495 S Cobb Dr,Smyrna,GA,30080,770-434-9569,33.8441636,-84.50131309999999,2014-02-05,
6721,ELEC,Costco Carmel Mountain - Rancho Bernardo,12350 Carmel Mountain Rd,San Diego,CA,92128,858-675-0248,32.988461,-117.0764743,2012-10-31,
6722,ELEC,Price Chopper,873 New Loudon Rd,Latham,NY,12110,518-782-0441,42.7554838,-73.75937139999998,2014-05-02,J1772
6723,BD,James E Van Zandt VA Medical Center,2907 Pleasant Valley Blvd,Altoona,PA,16602,,40.491011,-78.39701099999999,2014-08-05,
6724,ELEC,"Walgreens - Glen Burnie, MD #9028",6700 Ritchie Highway,Glen Burnie,MD,21061,800-663-5633,39.1938043,-76.6135573,2014-08-11,J1772
6725,ELEC,CPSE-SATX,302 W Rector St,San Antonio,TX,78216,888-758-4389,29.5164972,-98.49740990000001,2014-08-11,J1772
6726,E85,Spinx #135,2100 Highway 86,Piedmont,SC,29673,864-845-6570,34.710623,-82.502124,2014-06-03,
6727,E85,Mayfield Mobil,2545 Mayfield Way,Richfield,WI,53076,262-674-1500,43.280842299999996,-88.1914302,2013-10-31,
6728,E85,Bridgehampton Service Station,2148 Montauk Hwy,Bridgehampton,NY,11932,631-537-0704,40.939221999999994,-72.28994200000001,2014-04-04,
